Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4511584,GHED_EXTCHE_SHA2011,COUNTRY,LBR,AFR,Africa,YEAR,2013,,,,,,,,,51.58,51.58498383,,,,2025-12-05T13:23:08Z,2013,2013-01-01,2013-12-31
4512606,GHED_EXTCHE_SHA2011,COUNTRY,MNG,WPR,Western Pacific,YEAR,2016,,,,,,,,,8.13,8.1257658,,,,2025-12-05T13:23:08Z,2016,2016-01-01,2016-12-31
4512611,GHED_EXTCHE_SHA2011,COUNTRY,ZAF,AFR,Africa,YEAR,2002,,,,,,,,,0.64,0.64211953,,,,2025-12-05T13:23:08Z,2002,2002-01-01,2002-12-31
4513494,GHED_EXTCHE_SHA2011,COUNTRY,GMB,AFR,Africa,YEAR,2019,,,,,,,,,27.22,27.22220612,,,,2025-12-05T13:23:08Z,2019,2019-01-01,2019-12-31
4513691,GHED_EXTCHE_SHA2011,COUNTRY,MEX,AMR,Americas,YEAR,2003,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2003,2003-01-01,2003-12-31
4517834,GHED_EXTCHE_SHA2011,COUNTRY,BOL,AMR,Americas,YEAR,2007,,,,,,,,,4.58,4.57828236,,,,2025-12-05T13:23:08Z,2007,2007-01-01,2007-12-31
4518489,GHED_EXTCHE_SHA2011,COUNTRY,PNG,WPR,Western Pacific,YEAR,2011,,,,,,,,,22.50,22.49976921,,,,2025-12-05T13:23:08Z,2011,2011-01-01,2011-12-31
4519805,GHED_EXTCHE_SHA2011,COUNTRY,TUN,EMR,Eastern Mediterranean,YEAR,2015,,,,,,,,,0.03,0.03145585,,,,2025-12-05T13:23:08Z,2015,2015-01-01,2015-12-31
4520851,GHED_EXTCHE_SHA2011,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,2006,,,,,,,,,0.29,0.29296973,,,,2025-12-05T13:23:08Z,2006,2006-01-01,2006-12-31
4528200,GHED_EXTCHE_SHA2011,COUNTRY,PAN,AMR,Americas,YEAR,2009,,,,,,,,,0.11,0.11212121,,,,2025-12-05T13:23:08Z,2009,2009-01-01,2009-12-31
