Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1716408,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,PRY,AMR,Americas,YEAR,2018,,,,,,,,,189.62,189.61797327,,,,2025-12-05T13:23:08Z,2018,2018-01-01,2018-12-31
1716819,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,2009,,,,,,,,,54.01,54.01492798,,,,2025-12-05T13:23:08Z,2009,2009-01-01,2009-12-31
1719350,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,LSO,AFR,Africa,YEAR,2004,,,,,,,,,23.50,23.49512842,,,,2025-12-05T13:23:08Z,2004,2004-01-01,2004-12-31
1724293,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,NIU,WPR,Western Pacific,YEAR,2019,,,,,,,,,898.48,898.4759098,,,,2025-12-05T13:23:08Z,2019,2019-01-01,2019-12-31
1724661,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,MUS,AFR,Africa,YEAR,2002,,,,,,,,,70.03,70.0322119,,,,2025-12-05T13:23:08Z,2002,2002-01-01,2002-12-31
1724923,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,SUR,AMR,Americas,YEAR,2000,,,,,,,,,80.76,80.75600301,,,,2025-12-05T13:23:08Z,2000,2000-01-01,2000-12-31
1728471,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,LSO,AFR,Africa,YEAR,2005,,,,,,,,,20.11,20.10522592,,,,2025-12-05T13:23:08Z,2005,2005-01-01,2005-12-31
1732237,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,TGO,AFR,Africa,YEAR,2008,,,,,,,,,4.32,4.31500653,,,,2025-12-05T13:23:08Z,2008,2008-01-01,2008-12-31
1734169,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,SRB,EUR,Europe,YEAR,2009,,,,,,,,,354.65,354.64959534,,,,2025-12-05T13:23:08Z,2009,2009-01-01,2009-12-31
1734839,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,COM,AFR,Africa,YEAR,2022,,,,,,,,,12.80,12.79996089,,,,2025-12-05T13:23:08Z,2022,2022-01-01,2022-12-31
1736620,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,IRQ,EMR,Eastern Mediterranean,YEAR,2012,,,,,,,,,65.36,65.35620143,,,,2025-12-05T13:23:08Z,2012,2012-01-01,2012-12-31
1739455,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,SEN,AFR,Africa,YEAR,2006,,,,,,,,,17.90,17.89719237,,,,2025-12-05T13:23:08Z,2006,2006-01-01,2006-12-31
1740010,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,MDA,EUR,Europe,YEAR,2018,,,,,,,,,156.28,156.27736486,,,,2025-12-05T13:23:08Z,2018,2018-01-01,2018-12-31
1743348,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,ZAF,AFR,Africa,YEAR,2007,,,,,,,,,217.54,217.54000671,,,,2025-12-05T13:23:08Z,2007,2007-01-01,2007-12-31
1744013,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,PSE,EMR,Eastern Mediterranean,YEAR,2003,,,,,,,,,35.93,35.93321822,,,,2025-12-05T13:23:08Z,2003,2003-01-01,2003-12-31
1747049,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,AZE,EUR,Europe,YEAR,2009,,,,,,,,,55.50,55.49803183,,,,2025-12-05T13:23:08Z,2009,2009-01-01,2009-12-31
1747736,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,COK,WPR,Western Pacific,YEAR,2005,,,,,,,,,387.27,387.27147057,,,,2025-12-05T13:23:08Z,2005,2005-01-01,2005-12-31
1749905,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,NRU,WPR,Western Pacific,YEAR,2012,,,,,,,,,397.62,397.6201132,,,,2025-12-05T13:23:08Z,2012,2012-01-01,2012-12-31
1750771,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,VUT,WPR,Western Pacific,YEAR,2020,,,,,,,,,78.27,78.27205525,,,,2025-12-05T13:23:08Z,2020,2020-01-01,2020-12-31
1751004,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,MOZ,AFR,Africa,YEAR,2007,,,,,,,,,5.95,5.95318974,,,,2025-12-05T13:23:08Z,2007,2007-01-01,2007-12-31
1752322,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,OMN,EMR,Eastern Mediterranean,YEAR,2002,,,,,,,,,228.80,228.8009488,,,,2025-12-05T13:23:08Z,2002,2002-01-01,2002-12-31
1752908,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,KAZ,EUR,Europe,YEAR,2013,,,,,,,,,248.95,248.94652021,,,,2025-12-05T13:23:08Z,2013,2013-01-01,2013-12-31
1755188,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,COK,WPR,Western Pacific,YEAR,2007,,,,,,,,,423.76,423.75788789,,,,2025-12-05T13:23:08Z,2007,2007-01-01,2007-12-31
1755835,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,NAM,AFR,Africa,YEAR,2003,,,,,,,,,157.23,157.23350153,,,,2025-12-05T13:23:08Z,2003,2003-01-01,2003-12-31
1756961,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,CHE,EUR,Europe,YEAR,2002,,,,,,,,,1316.73,1316.73336663,,,,2025-12-05T13:23:08Z,2002,2002-01-01,2002-12-31
1757177,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,ETH,AFR,Africa,YEAR,2007,,,,,,,,,3.10,3.1004807,,,,2025-12-05T13:23:08Z,2007,2007-01-01,2007-12-31
1758513,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,URY,AMR,Americas,YEAR,2009,,,,,,,,,490.12,490.12056202,,,,2025-12-05T13:23:08Z,2009,2009-01-01,2009-12-31
1766257,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,NER,AFR,Africa,YEAR,2008,,,,,,,,,7.35,7.34736396,,,,2025-12-05T13:23:08Z,2008,2008-01-01,2008-12-31
1767868,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,VNM,WPR,Western Pacific,YEAR,2023,,,,,,,,,87.36,87.36204214,,,,2025-12-05T13:23:08Z,2023,2023-01-01,2023-12-31
